0;0;0;0;land;FALSE;unknown;0
1;155;179;236;land;FALSE;plains;1
2;213;92;196;land;FALSE;plains;1
3;173;238;105;land;FALSE;plains;1
4;222;246;36;land;FALSE;plains;1
5;249;141;138;land;FALSE;plains;1
6;181;118;202;land;FALSE;plains;1
7;231;152;244;land;FALSE;plains;1
8;229;192;244;land;FALSE;plains;1
9;240;53;211;land;FALSE;plains;1
10;119;208;187;land;FALSE;plains;1
11;143;174;210;land;FALSE;plains;1
12;226;98;206;land;FALSE;plains;1
13;216;237;89;land;FALSE;plains;1
14;225;111;218;land;FALSE;plains;1
15;236;172;160;land;FALSE;plains;1
16;246;156;195;land;FALSE;plains;1
17;227;226;234;land;TRUE;plains;1
18;129;174;234;land;FALSE;plains;1
19;65;230;239;land;FALSE;plains;1
20;112;191;218;land;FALSE;plains;1
21;174;250;104;land;TRUE;plains;1
22;231;108;164;land;TRUE;plains;1
23;164;216;172;land;FALSE;plains;1
24;193;91;229;land;FALSE;plains;1
25;240;95;214;land;FALSE;plains;1
26;140;201;231;land;FALSE;plains;1
27;197;251;69;land;FALSE;plains;1
28;170;227;125;land;FALSE;plains;1
29;228;239;246;land;FALSE;plains;1
30;171;225;232;land;FALSE;plains;1
31;231;183;239;land;FALSE;plains;1
32;213;189;129;land;TRUE;plains;1
33;240;250;101;land;FALSE;plains;1
34;238;89;225;land;FALSE;plains;1
35;190;176;176;land;FALSE;plains;1
36;195;94;248;land;FALSE;plains;1
37;251;133;219;land;FALSE;plains;1
38;177;210;230;land;TRUE;plains;1
39;221;181;221;land;FALSE;plains;1
40;72;225;234;land;FALSE;plains;1
41;206;200;149;land;FALSE;plains;1
42;138;185;215;land;FALSE;plains;1
43;201;246;222;land;FALSE;plains;1
44;183;150;221;land;FALSE;plains;1
45;230;149;226;land;FALSE;plains;1
46;113;179;225;land;FALSE;plains;1
47;185;197;174;land;FALSE;plains;1
48;202;201;145;land;TRUE;plains;1
49;60;230;247;land;TRUE;plains;1
50;83;241;214;land;FALSE;plains;1
51;148;250;253;land;FALSE;plains;1
52;232;192;201;land;TRUE;plains;1
53;130;180;244;land;FALSE;plains;1
54;250;77;216;land;FALSE;plains;1
55;186;226;116;land;TRUE;plains;1
56;104;221;215;land;FALSE;plains;1
57;131;169;245;land;FALSE;plains;1
58;139;250;170;land;FALSE;plains;1
59;148;162;234;land;FALSE;plains;1
60;115;178;226;land;FALSE;plains;1
61;230;178;219;land;FALSE;plains;1
62;196;136;245;land;FALSE;plains;1
63;104;236;166;land;FALSE;plains;1
64;237;207;194;land;FALSE;plains;1
65;168;176;179;land;FALSE;plains;1
66;240;210;114;land;FALSE;plains;1
67;243;78;218;land;FALSE;plains;1
68;103;190;234;land;FALSE;plains;1
69;203;139;176;land;FALSE;plains;1
70;225;210;96;land;FALSE;plains;1
71;72;242;242;land;FALSE;plains;1
72;155;212;173;land;FALSE;plains;1
73;171;209;131;land;TRUE;plains;1
74;162;176;229;land;FALSE;plains;1
75;208;233;99;land;FALSE;plains;1
76;166;165;234;land;TRUE;plains;1
77;176;156;195;land;FALSE;plains;1
78;138;214;176;land;FALSE;plains;1
79;251;200;195;land;FALSE;plains;1
80;228;136;214;land;FALSE;plains;1
81;225;217;91;land;FALSE;plains;1
82;203;199;159;land;TRUE;plains;1
83;176;232;160;land;TRUE;plains;1
84;197;117;191;land;FALSE;plains;1
85;230;193;242;land;FALSE;plains;1
86;109;253;176;land;FALSE;plains;1
87;210;234;230;land;FALSE;plains;1
88;246;227;153;land;FALSE;plains;1
89;229;252;143;land;FALSE;plains;1
90;254;245;228;land;FALSE;plains;1
91;218;226;117;land;FALSE;plains;1
92;203;175;146;land;FALSE;plains;1
93;61;250;213;land;FALSE;plains;1
94;179;201;184;land;FALSE;plains;1
95;240;131;156;land;FALSE;plains;1
96;147;168;225;land;TRUE;plains;1
97;241;29;244;land;FALSE;plains;1
98;115;239;248;land;FALSE;plains;1
99;214;129;170;land;FALSE;plains;1
100;240;222;59;land;TRUE;plains;1
101;231;199;247;land;FALSE;plains;1
102;147;189;224;land;FALSE;plains;1
103;232;249;57;land;FALSE;plains;1
104;160;196;220;land;FALSE;plains;1
105;243;39;249;land;FALSE;plains;1
106;162;141;224;land;FALSE;plains;1
107;83;224;194;land;FALSE;plains;1
108;200;209;170;land;FALSE;plains;1
109;155;185;198;land;FALSE;plains;1
110;241;206;162;land;FALSE;plains;1
111;209;167;197;land;FALSE;plains;1
112;232;163;223;land;FALSE;plains;1
113;113;231;229;land;TRUE;plains;1
114;234;211;205;land;TRUE;plains;1
115;196;234;95;land;FALSE;plains;1
116;249;225;91;land;FALSE;plains;1
117;201;227;247;land;FALSE;plains;1
118;223;125;196;land;TRUE;plains;1
119;82;227;208;land;FALSE;plains;1
120;195;242;197;land;FALSE;plains;1
121;222;241;250;land;FALSE;plains;1
122;238;157;181;land;FALSE;plains;1
123;194;224;156;land;FALSE;plains;1
124;254;187;179;land;FALSE;plains;1
125;244;122;233;land;FALSE;plains;1
126;138;173;222;land;FALSE;plains;1
127;205;165;163;land;TRUE;plains;1
128;82;241;211;land;FALSE;plains;1
129;252;250;169;land;FALSE;plains;1
130;241;202;149;land;FALSE;plains;1
131;236;213;228;land;FALSE;plains;1
132;243;195;161;land;FALSE;plains;1
133;211;116;228;land;FALSE;plains;1
134;247;182;157;land;FALSE;plains;1
135;26;254;252;land;FALSE;plains;1
136;97;233;241;land;TRUE;plains;1
137;201;146;159;land;FALSE;plains;1
138;239;155;182;land;FALSE;plains;1
139;232;212;182;land;FALSE;plains;1
140;123;185;252;land;FALSE;plains;1
141;191;243;134;land;FALSE;plains;1
142;132;229;226;land;FALSE;plains;1
143;125;214;205;land;FALSE;plains;1
144;235;73;237;land;FALSE;plains;1
145;239;237;52;land;FALSE;plains;1
146;251;75;234;land;FALSE;plains;1
147;227;173;223;land;FALSE;plains;1
148;213;208;223;land;FALSE;plains;1
149;166;238;245;land;FALSE;plains;1
150;117;207;201;land;FALSE;plains;1
151;171;221;135;land;TRUE;plains;1
152;224;172;132;land;FALSE;plains;1
153;253;123;161;land;FALSE;plains;1
154;220;220;101;land;FALSE;plains;1
155;204;243;70;land;FALSE;plains;1
156;203;234;96;land;FALSE;plains;1
157;98;231;222;land;FALSE;plains;1
158;183;147;220;land;FALSE;plains;1
159;238;93;214;land;FALSE;plains;1
160;141;242;118;land;FALSE;plains;1
161;171;231;111;land;FALSE;plains;1
162;189;114;245;land;FALSE;plains;1
163;220;124;179;land;FALSE;plains;1
164;174;182;177;land;FALSE;plains;1
165;242;177;110;land;FALSE;plains;1
166;168;242;107;land;FALSE;plains;1
167;205;203;188;land;FALSE;plains;1
168;142;254;185;land;FALSE;plains;1
169;238;203;173;land;FALSE;plains;1
170;142;244;233;land;FALSE;plains;1
171;100;233;226;land;FALSE;plains;1
172;130;234;157;land;FALSE;plains;1
173;253;213;187;land;FALSE;plains;1
174;200;245;78;land;TRUE;plains;1
175;159;229;113;land;FALSE;plains;1
176;205;227;228;land;TRUE;plains;1
177;223;179;207;land;TRUE;plains;1
178;221;114;232;land;FALSE;plains;1
179;180;158;197;land;TRUE;plains;1
180;220;220;174;land;FALSE;plains;1
181;156;241;107;land;FALSE;plains;1
182;168;164;187;land;FALSE;plains;1
183;216;254;150;land;FALSE;plains;1
184;254;111;251;land;FALSE;plains;1
185;211;253;159;land;FALSE;plains;1
186;200;171;199;land;FALSE;plains;1
187;162;254;200;land;FALSE;plains;1
188;185;171;163;land;FALSE;plains;1
189;229;215;163;land;FALSE;plains;1
190;78;244;220;land;FALSE;plains;1
191;192;195;176;land;FALSE;plains;1
192;130;160;234;land;FALSE;plains;1
193;132;237;168;land;FALSE;plains;1
194;248;25;251;land;FALSE;plains;1
195;229;119;153;land;FALSE;plains;1
196;144;151;238;land;FALSE;plains;1
197;199;195;179;land;FALSE;plains;1
198;106;250;204;land;TRUE;plains;1
199;153;223;211;land;FALSE;plains;1
200;228;163;229;land;FALSE;plains;1
201;249;131;161;land;FALSE;plains;1
202;176;204;194;land;FALSE;plains;1
203;200;204;172;land;TRUE;plains;1
204;254;232;189;land;FALSE;plains;1
205;249;212;153;land;FALSE;plains;1
206;254;84;217;land;FALSE;plains;1
207;172;156;226;land;FALSE;plains;1
208;209;209;188;land;FALSE;plains;1
209;52;251;219;land;FALSE;plains;1
210;245;168;193;land;FALSE;plains;1
211;193;215;174;land;FALSE;plains;1
212;200;131;176;land;FALSE;plains;1
213;123;236;174;land;FALSE;plains;1
214;240;94;247;land;TRUE;plains;1
215;232;144;179;land;FALSE;plains;1
216;217;254;218;land;FALSE;plains;1
217;66;240;232;land;FALSE;plains;1
218;182;202;155;land;FALSE;plains;1
219;236;251;140;land;FALSE;plains;1
220;251;206;62;land;FALSE;plains;1
221;192;230;92;land;FALSE;plains;1
222;54;254;251;land;FALSE;plains;1
223;232;250;201;land;FALSE;plains;1
224;232;190;172;land;FALSE;plains;1
225;228;250;168;land;FALSE;plains;1
226;142;159;203;land;FALSE;plains;1
227;148;215;231;land;FALSE;plains;1
228;182;178;209;land;FALSE;plains;1
229;232;131;223;land;FALSE;plains;1
230;225;211;237;land;FALSE;plains;1
231;205;231;197;land;FALSE;plains;1
232;181;175;145;land;TRUE;plains;1
233;147;158;237;land;TRUE;plains;1
234;177;215;200;land;FALSE;plains;1
235;209;163;133;land;FALSE;plains;1
236;133;189;248;land;FALSE;plains;1
237;98;232;241;land;FALSE;plains;1
238;208;160;190;land;FALSE;plains;1
239;225;161;120;land;FALSE;plains;1
240;215;251;66;land;FALSE;plains;1
241;134;193;251;land;FALSE;plains;1
242;176;166;213;land;FALSE;plains;1
243;82;239;216;land;FALSE;plains;1
244;228;178;215;land;TRUE;plains;1
245;149;204;192;land;FALSE;plains;1
246;254;124;195;land;FALSE;plains;1
247;116;217;220;land;FALSE;plains;1
248;165;163;209;land;FALSE;plains;1
249;219;254;184;land;FALSE;plains;1
250;241;60;234;land;FALSE;plains;1
251;158;250;231;land;FALSE;plains;1
252;227;211;140;land;FALSE;plains;1
253;252;247;237;land;FALSE;plains;1
254;131;233;178;land;FALSE;plains;1
255;141;241;163;land;FALSE;plains;1
256;119;145;246;land;FALSE;plains;1
257;192;185;237;land;FALSE;plains;1
258;248;45;223;land;FALSE;plains;1
259;139;244;190;land;FALSE;plains;1
260;222;107;207;land;FALSE;plains;1
261;253;245;57;land;FALSE;plains;1
262;64;239;236;land;FALSE;plains;1
263;231;224;129;land;FALSE;plains;1
264;176;197;197;land;FALSE;plains;1
265;173;78;251;land;FALSE;plains;1
266;154;202;233;land;TRUE;plains;1
267;160;244;190;land;FALSE;plains;1
268;204;204;98;land;FALSE;plains;1
269;190;120;201;land;FALSE;plains;1
270;118;185;248;land;FALSE;plains;1
271;200;185;127;land;FALSE;plains;1
272;73;244;193;land;TRUE;plains;1
273;174;194;238;land;FALSE;plains;1
274;206;238;217;land;FALSE;plains;1
275;239;37;247;land;TRUE;plains;1
276;182;167;233;land;FALSE;plains;1
277;187;117;232;land;FALSE;plains;1
278;156;224;200;land;FALSE;plains;1
279;175;189;245;land;FALSE;plains;1
280;244;141;125;land;TRUE;plains;1
281;200;175;163;land;TRUE;plains;1
282;48;244;251;land;FALSE;plains;1
283;151;254;212;land;FALSE;plains;1
284;195;191;120;land;FALSE;plains;1
285;109;207;208;land;TRUE;plains;1
286;203;232;152;land;FALSE;plains;1
287;190;239;202;land;FALSE;plains;1
288;179;183;163;land;FALSE;plains;1
289;163;206;239;land;FALSE;plains;1
290;208;152;226;land;FALSE;plains;1
291;180;237;183;land;FALSE;plains;1
292;195;201;128;land;FALSE;plains;1
293;218;253;229;land;FALSE;plains;1
294;239;168;243;land;FALSE;plains;1
295;157;167;183;land;FALSE;plains;1
296;124;200;221;land;FALSE;plains;1
297;200;219;145;land;TRUE;plains;1
298;238;177;88;land;FALSE;plains;1
299;251;170;114;land;FALSE;plains;1
300;174;189;214;land;FALSE;plains;1
301;151;226;181;land;FALSE;plains;1
302;115;236;227;land;FALSE;plains;1
303;216;240;213;land;FALSE;plains;1
304;252;212;187;land;FALSE;plains;1
305;248;169;164;land;FALSE;plains;1
306;75;249;225;land;FALSE;plains;1
307;205;230;142;land;FALSE;plains;1
308;215;82;216;land;FALSE;plains;1
309;220;250;168;land;FALSE;plains;1
310;236;230;139;land;FALSE;plains;1
311;194;228;251;land;FALSE;plains;1
312;182;247;142;land;FALSE;plains;1
313;181;242;118;land;FALSE;plains;1
314;122;143;254;land;FALSE;plains;1
315;226;239;126;land;FALSE;plains;1
316;246;209;90;land;FALSE;plains;1
317;204;230;76;land;FALSE;plains;1
318;235;86;250;land;FALSE;plains;1
319;226;176;151;land;FALSE;plains;1
320;119;247;230;land;FALSE;plains;1
321;28;224;250;land;FALSE;plains;1
322;195;143;173;land;FALSE;plains;1
323;232;42;246;land;FALSE;plains;1
